experiment,run_number,phase,measurement_sequence,unit_cell_volume_a3,unit_cell_volume_standard_error_a3
DAC-1,165,Pt,last,49.15257,0.03594
DAC-1,166,Pt,first,49.12744,0.03393
DAC-1,166,Ta,,26.75829,0.03265
DAC-1,166,Cu,,34.15852,0.07270
DAC-1,166,Au,,51.57360,0.04977
DAC-1,166,W,,25.62701,0.01089
DAC-1,166,hcp-Fe,,16.92311,0.01676
DAC-1,166,Pt,last,49.12544,0.03488
DAC-1,167,Pt,first,49.08740,0.03206
DAC-1,167,Ta,,26.72458,0.03986
DAC-1,167,Cu,,34.12042,0.07318
DAC-1,167,Au,,51.52019,0.05224
DAC-1,167,W,,25.60313,0.00907
DAC-1,167,hcp-Fe,,16.91200,0.02159
DAC-1,167,Pt,last,49.08700,0.03247
DAC-1,168,Pt,first,49.05976,0.02935
DAC-1,168,Ta,,26.70301,0.03026
DAC-1,168,Cu,,34.09548,0.07382
DAC-1,168,Au,,51.48978,0.04741
DAC-1,168,W,,25.59682,0.01306
DAC-1,168,hcp-Fe,,16.89970,0.02903
DAC-1,168,Pt,last,49.05958,0.03051
DAC-1,169,Pt,first,49.02993,0.02504
DAC-1,169,Ta,,26.67711,0.03246
DAC-1,169,Cu,,34.07036,0.07283
DAC-1,169,Au,,51.45420,0.05082
DAC-1,169,W,,25.57985,0.01694
DAC-1,169,hcp-Fe,,16.88895,0.03095
DAC-1,169,Pt,last,49.02898,0.02709
DAC-1,170,Pt,first,49.01030,0.02955
DAC-1,170,Ta,,26.65433,0.02796
DAC-1,170,Cu,,34.04464,0.07360
DAC-1,170,Au,,51.42543,0.05022
DAC-1,170,W,,25.56875,0.01843
DAC-1,170,hcp-Fe,,16.87819,0.02363
DAC-1,170,Pt,last,49.01072,0.03563
DAC-1,171,Pt,first,48.98064,0.03072
DAC-1,171,Ta,,26.63539,0.03313
DAC-1,171,Cu,,34.01334,0.07662
DAC-1,171,Au,,51.38949,0.04968
DAC-1,171,W,,25.55991,0.02249
DAC-1,171,hcp-Fe,,16.85925,0.02386
DAC-1,171,Pt,last,48.97780,0.03480
DAC-1,172,Pt,first,48.95028,0.03015
DAC-1,172,Ta,,26.61191,0.03733
DAC-1,172,Cu,,33.98590,0.07058
DAC-1,172,Au,,51.35024,0.05219
DAC-1,172,W,,25.54907,0.02615
DAC-1,172,hcp-Fe,,16.84809,0.02601
DAC-1,172,Pt,last,48.94701,0.03255
DAC-1,173,Pt,first,48.92194,0.03488
DAC-1,173,Ta,,26.59731,0.03674
DAC-1,173,Cu,,33.96445,0.07431
DAC-1,173,Au,,51.31995,0.05180
DAC-1,173,W,,25.51953,0.01727
DAC-1,173,hcp-Fe,,16.83463,0.02489
DAC-1,173,Pt,last,48.91984,0.03669
DAC-1,174,Pt,first,48.88748,0.02842
DAC-1,174,Ta,,26.56065,0.04116
DAC-1,174,Cu,,33.93823,0.06964
DAC-1,174,Au,,51.27725,0.05165
DAC-1,174,W,,25.49071,0.01084
DAC-1,174,hcp-Fe,,16.81769,0.02100
DAC-1,174,Pt,last,48.88736,0.03210
DAC-1,175,Pt,first,48.85998,0.02778
DAC-1,175,Ta,,26.52261,0.03140
DAC-1,175,Cu,,33.91216,0.06742
DAC-1,175,Au,,51.24090,0.04848
DAC-1,175,W,,25.47388,0.01079
DAC-1,175,hcp-Fe,,16.80360,0.01981
DAC-1,175,Pt,last,48.85812,0.02933
DAC-1,176,Pt,first,48.83199,0.02424
DAC-1,176,Ta,,26.50997,0.04522
DAC-1,176,Cu,,33.88826,0.06116
DAC-1,176,Au,,51.20941,0.04970
DAC-1,176,W,,25.45744,0.01071
DAC-1,176,hcp-Fe,,16.79539,0.03233
DAC-1,176,Pt,last,48.83143,0.04296
DAC-1,177,Pt,first,48.81062,0.02707
DAC-1,177,Ta,,26.49925,0.05194
DAC-1,177,Cu,,33.86752,0.06382
DAC-1,177,Au,,51.18078,0.04862
DAC-1,177,W,,25.44875,0.01233
DAC-1,177,hcp-Fe,,16.78597,0.03912
DAC-1,177,Pt,last,48.81275,0.04531
DAC-1,178,Pt,first,48.78428,0.02795
DAC-1,178,Ta,,26.48565,0.06003
DAC-1,178,Cu,,33.84798,0.06234
DAC-1,178,Au,,51.15184,0.05131
DAC-1,178,W,,25.42781,0.01145
DAC-1,178,hcp-Fe,,16.77186,0.03553
